,tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,w_ace_pct,w_df_pct,w_1stIn_pct,w_2ndIn_pct,w_1stWon_pct,w_2ndWon_pct,w_GmsWon,w_GmsLoss,l_ace_pct,l_df_pct,l_1stIn_pct,l_2ndIn_pct,l_1stWon_pct,l_2ndWon_pct,year,winner_age_bucket
462,2007-533,Costa Do Sauipe,Clay,A,20070212,7,103581,Flavio Saretta,R,183.0,BRA,26.63,103035,Alessio Di Mauro,L,185.0,ITA,29.51,6-1 6-2,3,R32,74.0,1.0,3.0,50.0,26.0,22.0,12.0,8.0,5.0,6.0,3.0,2.0,43.0,21.0,10.0,9.0,7.0,3.0,8.0,152.0,290.0,98.0,428.0,0.02,0.06,0.52,0.48,0.44,0.24,12.0,3.0,0.07,0.05,0.49,0.51,0.23,0.21,2007,25-29
472,2007-533,Costa Do Sauipe,Clay,A,20070212,17,103507,Juan Carlos Ferrero,R,183.0,ESP,27.0,103534,Nicolas Devilder,L,173.0,FRA,26.89,6-2 6-4,3,R16,101.0,4.0,1.0,64.0,45.0,33.0,8.0,9.0,11.0,12.0,1.0,2.0,72.0,39.0,26.0,11.0,9.0,8.0,12.0,27.0,1040.0,104.0,416.0,0.06,0.02,0.7,0.3,0.52,0.12,12.0,6.0,0.01,0.03,0.54,0.46,0.36,0.15,2007,25-29
494,2007-496,Marseille,Hard,A,20070212,8,103720,Lleyton Hewitt,R,180.0,AUS,25.97,103566,Michael Llodra,L,190.0,FRA,26.74,4-6 6-1 6-4,3,R32,106.0,12.0,4.0,81.0,48.0,40.0,17.0,14.0,4.0,6.0,8.0,7.0,81.0,42.0,32.0,17.0,13.0,6.0,10.0,18.0,1335.0,72.0,523.0,0.15,0.05,0.59,0.41,0.49,0.21,16.0,11.0,0.1,0.09,0.52,0.48,0.4,0.21,2007,25-29
497,2007-496,Marseille,Hard,A,20070212,11,102148,Fabrice Santoro,R,178.0,FRA,34.18,104269,Fernando Verdasco,L,188.0,ESP,23.24,6-3 3-2,3,R32,72.0,3.0,1.0,42.0,18.0,16.0,16.0,7.0,1.0,1.0,3.0,1.0,55.0,40.0,22.0,8.0,7.0,5.0,7.0,59.0,620.0,33.0,910.0,0.07,0.02,0.43,0.57,0.38,0.38,9.0,5.0,0.05,0.02,0.73,0.27,0.4,0.15,2007,30-34
501,2007-496,Marseille,Hard,A,20070212,15,103813,Jarkko Nieminen,L,185.0,FIN,25.56,104871,Jeremy Chardy,R,188.0,FRA,20.0,6-7(1) 7-6(4) 7-6(6),3,R32,141.0,5.0,4.0,116.0,68.0,47.0,27.0,18.0,5.0,9.0,17.0,4.0,114.0,64.0,52.0,22.0,18.0,3.0,7.0,20.0,1320.0,272.0,142.0,0.04,0.03,0.59,0.41,0.41,0.23,18.0,18.0,0.15,0.04,0.56,0.44,0.46,0.19,2007,25-29
510,2007-496,Marseille,Hard,A,20070212,24,103813,Jarkko Nieminen,L,185.0,FIN,25.56,103917,Nicolas Mahut,R,190.0,FRA,25.06,6-4 3-6 6-3,3,R16,113.0,5.0,0.0,85.0,52.0,39.0,20.0,14.0,5.0,6.0,10.0,3.0,84.0,52.0,42.0,15.0,14.0,2.0,4.0,20.0,1320.0,65.0,566.0,0.06,0.0,0.61,0.39,0.46,0.24,15.0,13.0,0.12,0.04,0.62,0.38,0.5,0.18,2007,25-29
514,2007-496,Marseille,Hard,A,20070212,28,103813,Jarkko Nieminen,L,185.0,FIN,25.56,103898,Julien Benneteau,R,185.0,FRA,25.15,6-2 1-6 6-3,3,QF,101.0,2.0,1.0,66.0,44.0,30.0,15.0,12.0,2.0,4.0,1.0,2.0,74.0,54.0,39.0,8.0,12.0,2.0,5.0,20.0,1320.0,43.0,817.0,0.03,0.02,0.67,0.33,0.45,0.23,13.0,11.0,0.01,0.03,0.73,0.27,0.53,0.11,2007,25-29
516,2007-496,Marseille,Hard,A,20070212,30,104571,Marcos Baghdatis,R,183.0,CYP,21.66,103813,Jarkko Nieminen,L,185.0,FIN,25.56,3-6 6-3 6-2,3,SF,107.0,7.0,2.0,74.0,32.0,19.0,22.0,13.0,0.0,4.0,4.0,1.0,84.0,49.0,32.0,13.0,13.0,6.0,12.0,17.0,1365.0,20.0,1320.0,0.09,0.03,0.43,0.57,0.26,0.3,15.0,11.0,0.05,0.01,0.58,0.42,0.38,0.15,2007,20-24
520,2007-424,San Jose,Hard,A,20070212,3,103852,Feliciano Lopez,L,188.0,ESP,25.4,102783,Rainer Schuettler,R,180.0,GER,30.8,7-6(1) 6-1,3,R32,71.0,9.0,1.0,60.0,33.0,26.0,17.0,10.0,2.0,3.0,3.0,1.0,50.0,24.0,17.0,14.0,9.0,2.0,5.0,88.0,446.0,91.0,443.0,0.15,0.02,0.55,0.45,0.43,0.28,12.0,7.0,0.06,0.02,0.48,0.52,0.34,0.28,2007,25-29
535,2007-424,San Jose,Hard,A,20070212,18,102434,Vincent Spadea,R,183.0,USA,32.57,103852,Feliciano Lopez,L,188.0,ESP,25.4,4-6 7-5 7-6(6),3,R16,134.0,7.0,3.0,110.0,60.0,47.0,30.0,17.0,4.0,6.0,21.0,2.0,105.0,64.0,50.0,19.0,17.0,0.0,2.0,64.0,574.0,88.0,446.0,0.06,0.03,0.55,0.45,0.43,0.27,17.0,17.0,0.2,0.02,0.61,0.39,0.48,0.18,2007,30-34
549,2007-506,Buenos Aires,Clay,A,20070219,501,103701,Diego Hartfield,R,185.0,ARG,26.05,103823,Denis Gremelmayr,L,183.0,GER,25.51,7-6(5) 6-1,3,R32,85.0,4.0,3.0,67.0,43.0,32.0,14.0,10.0,2.0,3.0,2.0,1.0,66.0,41.0,26.0,11.0,9.0,11.0,14.0,117.0,380.0,168.0,258.0,0.06,0.04,0.64,0.36,0.48,0.21,12.0,7.0,0.03,0.02,0.62,0.38,0.39,0.17,2007,25-29
559,2007-506,Buenos Aires,Clay,A,20070219,511,103035,Alessio Di Mauro,L,185.0,ITA,29.53,103105,Ruben Ramirez Hidalgo,R,183.0,ESP,29.12,6-4 7-6(8),3,RR,136.0,2.0,3.0,81.0,51.0,30.0,17.0,11.0,6.0,10.0,2.0,4.0,72.0,40.0,28.0,11.0,11.0,4.0,9.0,98.0,428.0,59.0,613.0,0.02,0.04,0.63,0.37,0.37,0.21,12.0,10.0,0.03,0.06,0.56,0.44,0.39,0.15,2007,25-29
562,2007-506,Buenos Aires,Clay,A,20070219,514,104338,Juan Monaco,R,185.0,ARG,22.89,103035,Alessio Di Mauro,L,185.0,ITA,29.53,6-1 6-2,3,F,64.0,1.0,1.0,46.0,35.0,27.0,7.0,8.0,3.0,3.0,1.0,1.0,53.0,37.0,17.0,8.0,7.0,1.0,5.0,66.0,564.0,98.0,428.0,0.02,0.02,0.76,0.24,0.59,0.15,12.0,3.0,0.02,0.02,0.7,0.3,0.32,0.15,2007,20-24
566,2007-506,Buenos Aires,Clay,A,20070219,518,103035,Alessio Di Mauro,L,185.0,ITA,29.53,103656,Albert Montanes,R,175.0,ESP,26.23,1-6 6-4 6-2,3,QF,116.0,3.0,3.0,92.0,56.0,36.0,18.0,13.0,8.0,12.0,5.0,8.0,70.0,44.0,32.0,10.0,12.0,4.0,8.0,98.0,428.0,75.0,518.0,0.03,0.03,0.61,0.39,0.39,0.2,13.0,12.0,0.07,0.11,0.63,0.37,0.46,0.14,2007,25-29
572,2007-506,Buenos Aires,Clay,A,20070219,524,102999,Stefano Galvani,R,178.0,ITA,29.71,103675,Diego Junqueira,L,178.0,ARG,26.14,6-4 4-6 7-5,3,R32,161.0,1.0,5.0,119.0,72.0,44.0,22.0,16.0,7.0,13.0,1.0,3.0,96.0,68.0,42.0,8.0,16.0,3.0,10.0,113.0,391.0,225.0,180.0,0.01,0.04,0.61,0.39,0.37,0.18,17.0,15.0,0.01,0.03,0.71,0.29,0.44,0.08,2007,25-29
574,2007-506,Buenos Aires,Clay,A,20070219,526,103534,Nicolas Devilder,L,173.0,FRA,26.9,103507,Juan Carlos Ferrero,R,183.0,ESP,27.02,1-6 7-6(2) 6-0,3,RR,128.0,1.0,4.0,101.0,67.0,36.0,20.0,13.0,13.0,18.0,1.0,3.0,80.0,55.0,28.0,13.0,12.0,4.0,9.0,97.0,430.0,27.0,1085.0,0.01,0.04,0.66,0.34,0.36,0.2,13.0,12.0,0.01,0.04,0.69,0.31,0.35,0.16,2007,25-29
576,2007-506,Buenos Aires,Clay,A,20070219,528,103084,Guillermo Canas,R,185.0,ARG,29.23,103700,Juan Pablo Guzman,L,178.0,ARG,26.06,7-6(4) 6-3,3,R32,82.0,5.0,2.0,55.0,30.0,25.0,18.0,10.0,0.0,1.0,6.0,3.0,63.0,36.0,25.0,16.0,11.0,3.0,6.0,63.0,584.0,154.0,281.0,0.09,0.04,0.55,0.45,0.45,0.33,12.0,9.0,0.1,0.05,0.57,0.43,0.4,0.25,2007,25-29
578,2007-506,Buenos Aires,Clay,A,20070219,530,103035,Alessio Di Mauro,L,185.0,ITA,29.53,104122,Carlos Berlocq,R,183.0,ARG,24.04,6-1 6-3,3,R32,78.0,1.0,0.0,45.0,30.0,23.0,10.0,8.0,0.0,0.0,0.0,1.0,53.0,34.0,20.0,6.0,8.0,7.0,11.0,98.0,428.0,115.0,382.0,0.02,0.0,0.67,0.33,0.51,0.22,12.0,4.0,0.0,0.02,0.64,0.36,0.38,0.11,2007,25-29
579,2007-506,Buenos Aires,Clay,A,20070219,531,104122,Carlos Berlocq,R,183.0,ARG,24.04,103035,Alessio Di Mauro,L,185.0,ITA,29.53,6-1 6-4,3,RR,98.0,5.0,1.0,43.0,23.0,20.0,11.0,9.0,1.0,3.0,0.0,1.0,65.0,46.0,24.0,6.0,8.0,4.0,9.0,115.0,382.0,98.0,428.0,0.12,0.02,0.53,0.47,0.47,0.26,12.0,5.0,0.0,0.02,0.71,0.29,0.37,0.09,2007,20-24
580,2007-506,Buenos Aires,Clay,A,20070219,532,103534,Nicolas Devilder,L,173.0,FRA,26.9,103976,Juan Pablo Brzezicki,R,178.0,ARG,24.86,6-3 5-7 6-3,3,R32,182.0,0.0,5.0,99.0,59.0,30.0,22.0,15.0,5.0,11.0,1.0,1.0,120.0,87.0,42.0,16.0,15.0,14.0,22.0,97.0,430.0,206.0,194.0,0.0,0.05,0.6,0.4,0.3,0.22,17.0,13.0,0.01,0.01,0.72,0.28,0.35,0.13,2007,25-29
583,2007-506,Buenos Aires,Clay,A,20070219,535,103701,Diego Hartfield,R,185.0,ARG,26.05,103534,Nicolas Devilder,L,173.0,FRA,26.9,6-4 7-5,3,QF,97.0,2.0,5.0,68.0,47.0,36.0,7.0,11.0,4.0,6.0,4.0,0.0,69.0,54.0,33.0,5.0,11.0,4.0,8.0,117.0,380.0,97.0,430.0,0.03,0.07,0.69,0.31,0.53,0.1,13.0,9.0,0.06,0.0,0.78,0.22,0.48,0.07,2007,25-29
584,2007-506,Buenos Aires,Clay,A,20070219,536,103035,Alessio Di Mauro,L,185.0,ITA,29.53,103701,Diego Hartfield,R,185.0,ARG,26.05,6-1 6-4,3,SF,70.0,5.0,1.0,64.0,38.0,26.0,17.0,9.0,7.0,7.0,1.0,1.0,55.0,41.0,24.0,7.0,8.0,5.0,8.0,98.0,428.0,117.0,380.0,0.08,0.02,0.59,0.41,0.41,0.27,12.0,5.0,0.02,0.02,0.75,0.25,0.44,0.13,2007,25-29
586,2007-506,Buenos Aires,Clay,A,20070219,538,102839,Nicolas Lapentti,R,188.0,ECU,30.52,103534,Nicolas Devilder,L,173.0,FRA,26.9,6-3 2-6 6-3,3,RR,130.0,1.0,7.0,77.0,40.0,32.0,16.0,13.0,2.0,5.0,4.0,2.0,75.0,47.0,29.0,17.0,13.0,2.0,6.0,61.0,587.0,97.0,430.0,0.01,0.09,0.52,0.48,0.42,0.21,14.0,12.0,0.05,0.03,0.63,0.37,0.39,0.23,2007,30-34
590,2007-402,Memphis,Hard,A,20070219,3,104229,Yen Hsun Lu,R,180.0,TPE,23.52,104589,Chris Guccione,L,201.0,AUS,21.56,7-6(4) 6-3,3,R32,76.0,7.0,3.0,63.0,38.0,33.0,18.0,11.0,1.0,1.0,11.0,2.0,62.0,36.0,30.0,13.0,10.0,2.0,3.0,90.0,452.0,109.0,397.0,0.11,0.05,0.6,0.4,0.52,0.29,12.0,9.0,0.18,0.03,0.58,0.42,0.48,0.21,2007,20-24
591,2007-402,Memphis,Hard,A,20070219,4,103781,Jurgen Melzer,L,183.0,AUT,25.75,104070,Jesse Witten,R,178.0,USA,24.35,1-6 6-3 7-6(3),3,R32,85.0,4.0,2.0,80.0,56.0,41.0,14.0,14.0,3.0,6.0,9.0,6.0,75.0,43.0,35.0,18.0,14.0,0.0,2.0,31.0,955.0,203.0,195.0,0.05,0.02,0.7,0.3,0.51,0.18,13.0,15.0,0.12,0.08,0.57,0.43,0.47,0.24,2007,25-29
594,2007-402,Memphis,Hard,A,20070219,7,102905,Stefan Koubek,L,175.0,AUT,30.13,103752,Simon Greul,R,185.0,GER,25.85,6-3 7-6(3),3,R32,87.0,7.0,1.0,74.0,56.0,35.0,12.0,11.0,4.0,6.0,5.0,2.0,71.0,41.0,22.0,18.0,10.0,6.0,9.0,73.0,524.0,82.0,483.0,0.09,0.01,0.76,0.24,0.47,0.16,12.0,9.0,0.07,0.03,0.58,0.42,0.31,0.25,2007,30-34
598,2007-402,Memphis,Hard,A,20070219,11,105223,Juan Martin Del Potro,R,198.0,ARG,18.41,103852,Feliciano Lopez,L,188.0,ESP,25.42,6-1 6-2,3,R32,50.0,1.0,3.0,42.0,24.0,21.0,12.0,8.0,1.0,1.0,1.0,2.0,38.0,25.0,13.0,5.0,7.0,3.0,7.0,69.0,535.0,93.0,446.0,0.02,0.07,0.57,0.43,0.5,0.29,12.0,3.0,0.03,0.05,0.66,0.34,0.34,0.13,2007,<20
605,2007-402,Memphis,Hard,A,20070219,18,104229,Yen Hsun Lu,R,180.0,TPE,23.52,103781,Jurgen Melzer,L,183.0,AUT,25.75,7-6(2) 1-1,3,R16,55.0,5.0,3.0,41.0,22.0,20.0,13.0,7.0,0.0,0.0,6.0,3.0,53.0,35.0,27.0,8.0,7.0,2.0,2.0,90.0,452.0,31.0,955.0,0.12,0.07,0.54,0.46,0.49,0.32,7.0,7.0,0.11,0.06,0.66,0.34,0.51,0.15,2007,20-24
607,2007-402,Memphis,Hard,A,20070219,20,102905,Stefan Koubek,L,175.0,AUT,30.13,105095,Evgeny Korolev,R,185.0,KAZ,19.01,7-6(4) 6-2,3,R16,69.0,5.0,1.0,60.0,39.0,31.0,13.0,10.0,0.0,1.0,3.0,2.0,61.0,31.0,26.0,11.0,10.0,1.0,4.0,73.0,524.0,106.0,411.0,0.08,0.02,0.65,0.35,0.52,0.22,12.0,8.0,0.05,0.03,0.51,0.49,0.43,0.18,2007,30-34
613,2007-402,Memphis,Hard,A,20070219,26,104918,Andy Murray,R,190.0,GBR,19.77,102905,Stefan Koubek,L,175.0,AUT,30.13,6-3 6-2,3,QF,62.0,1.0,0.0,54.0,26.0,21.0,16.0,9.0,2.0,2.0,1.0,0.0,41.0,24.0,16.0,7.0,8.0,2.0,5.0,13.0,1650.0,73.0,524.0,0.02,0.0,0.48,0.52,0.39,0.3,12.0,5.0,0.02,0.0,0.59,0.41,0.39,0.17,2007,<20
619,2007-407,Rotterdam,Hard,A,20070219,1,103786,Nikolay Davydenko,R,178.0,RUS,25.72,103582,Michael Berrer,L,193.0,GER,26.64,6-3 6-4,3,R32,75.0,9.0,0.0,62.0,41.0,29.0,14.0,10.0,1.0,1.0,2.0,1.0,49.0,33.0,22.0,8.0,9.0,2.0,4.0,3.0,2825.0,123.0,365.0,0.15,0.0,0.66,0.34,0.47,0.23,12.0,7.0,0.04,0.02,0.67,0.33,0.45,0.16,2007,25-29
628,2007-407,Rotterdam,Hard,A,20070219,10,104019,Kristof Vliegen,R,193.0,BEL,24.66,103813,Jarkko Nieminen,L,185.0,FIN,25.58,6-1 6-4,3,R32,69.0,3.0,1.0,59.0,38.0,31.0,10.0,9.0,4.0,4.0,2.0,1.0,39.0,20.0,14.0,9.0,8.0,1.0,4.0,43.0,805.0,18.0,1335.0,0.05,0.02,0.64,0.36,0.53,0.17,12.0,5.0,0.05,0.03,0.51,0.49,0.36,0.23,2007,20-24
651,2007-807,Acapulco,Clay,A,20070226,2,104160,Lukas Dlouhy,R,185.0,CZE,23.89,103035,Alessio Di Mauro,L,185.0,ITA,29.55,6-3 6-2,3,R32,61.0,3.0,2.0,50.0,33.0,25.0,10.0,9.0,1.0,2.0,0.0,2.0,63.0,32.0,21.0,10.0,8.0,9.0,13.0,118.0,379.0,68.0,543.0,0.06,0.04,0.66,0.34,0.5,0.2,12.0,5.0,0.0,0.03,0.51,0.49,0.33,0.16,2007,20-24
652,2007-807,Acapulco,Clay,A,20070226,3,103700,Juan Pablo Guzman,L,178.0,ARG,26.08,103240,Kevin Kim,R,180.0,USA,28.59,6-4 6-2,3,R32,61.0,7.0,1.0,62.0,43.0,31.0,8.0,9.0,3.0,4.0,4.0,4.0,49.0,31.0,22.0,6.0,9.0,3.0,7.0,153.0,281.0,124.0,363.0,0.11,0.02,0.69,0.31,0.5,0.13,12.0,6.0,0.08,0.08,0.63,0.37,0.45,0.12,2007,25-29
660,2007-807,Acapulco,Clay,A,20070226,11,103534,Nicolas Devilder,L,173.0,FRA,26.92,104926,Fabio Fognini,R,178.0,ITA,19.76,7-6(2) 6-7(5) 6-4,3,R32,183.0,2.0,4.0,127.0,100.0,68.0,15.0,17.0,6.0,8.0,8.0,7.0,127.0,61.0,44.0,34.0,17.0,9.0,12.0,90.0,469.0,197.0,201.0,0.02,0.03,0.79,0.21,0.54,0.12,18.0,16.0,0.06,0.06,0.48,0.52,0.35,0.27,2007,25-29
667,2007-807,Acapulco,Clay,A,20070226,18,103292,Gaston Gaudio,R,175.0,ARG,28.22,103700,Juan Pablo Guzman,L,178.0,ARG,26.08,1-6 6-3 6-2,3,R16,120.0,1.0,3.0,87.0,61.0,40.0,10.0,12.0,4.0,8.0,3.0,0.0,87.0,46.0,30.0,16.0,12.0,9.0,14.0,36.0,845.0,153.0,281.0,0.01,0.03,0.7,0.3,0.46,0.11,13.0,11.0,0.03,0.0,0.53,0.47,0.34,0.18,2007,25-29
671,2007-807,Acapulco,Clay,A,20070226,22,103428,Juan Ignacio Chela,R,190.0,ARG,27.49,103534,Nicolas Devilder,L,173.0,FRA,26.92,6-0 6-4,3,R16,78.0,4.0,2.0,55.0,32.0,25.0,13.0,8.0,4.0,4.0,2.0,1.0,56.0,39.0,19.0,9.0,8.0,3.0,7.0,35.0,880.0,90.0,469.0,0.07,0.04,0.58,0.42,0.45,0.24,12.0,4.0,0.04,0.02,0.7,0.3,0.34,0.16,2007,25-29
694,2007-495,Dubai,Hard,A,20070226,14,104022,Mikhail Youzhny,R,183.0,RUS,24.67,103813,Jarkko Nieminen,L,185.0,FIN,25.6,3-6 6-3 6-3,3,R32,113.0,3.0,3.0,79.0,50.0,38.0,11.0,14.0,3.0,6.0,6.0,2.0,94.0,45.0,30.0,22.0,13.0,8.0,12.0,18.0,1440.0,19.0,1300.0,0.04,0.04,0.63,0.37,0.48,0.14,15.0,12.0,0.06,0.02,0.48,0.52,0.32,0.23,2007,20-24
696,2007-495,Dubai,Hard,A,20070226,16,104745,Rafael Nadal,L,185.0,ESP,20.73,104571,Marcos Baghdatis,R,183.0,CYP,21.69,3-6 6-2 6-3,3,R32,118.0,5.0,0.0,65.0,42.0,34.0,14.0,13.0,3.0,5.0,16.0,8.0,87.0,41.0,34.0,17.0,13.0,4.0,8.0,2.0,4705.0,17.0,1465.0,0.08,0.0,0.65,0.35,0.52,0.22,15.0,11.0,0.18,0.09,0.47,0.53,0.39,0.2,2007,20-24
704,2007-495,Dubai,Hard,A,20070226,24,104745,Rafael Nadal,L,185.0,ESP,20.73,104214,Igor Andreev,R,185.0,RUS,23.62,6-2 3-6 7-6(2),3,R16,153.0,1.0,1.0,87.0,62.0,44.0,17.0,14.0,3.0,5.0,3.0,1.0,106.0,78.0,54.0,12.0,15.0,6.0,9.0,2.0,4705.0,139.0,320.0,0.01,0.01,0.71,0.29,0.51,0.2,15.0,14.0,0.03,0.01,0.74,0.26,0.51,0.11,2007,20-24
708,2007-495,Dubai,Hard,A,20070226,28,104022,Mikhail Youzhny,R,183.0,RUS,24.67,104745,Rafael Nadal,L,185.0,ESP,20.73,7-6(5) 6-3,3,QF,114.0,11.0,1.0,72.0,43.0,33.0,18.0,11.0,2.0,3.0,2.0,3.0,73.0,41.0,26.0,21.0,10.0,4.0,6.0,18.0,1440.0,2.0,4705.0,0.15,0.01,0.6,0.4,0.46,0.25,12.0,9.0,0.03,0.04,0.56,0.44,0.36,0.29,2007,20-24
712,2007-433,Las Vegas,Hard,A,20070226,501,104269,Fernando Verdasco,L,188.0,ESP,23.28,103908,Paul Henri Mathieu,R,185.0,FRA,25.12,3-6 6-3 7-5,3,RR,115.0,5.0,4.0,88.0,57.0,43.0,18.0,15.0,5.0,6.0,2.0,3.0,90.0,55.0,33.0,27.0,15.0,7.0,9.0,33.0,910.0,64.0,580.0,0.06,0.05,0.65,0.35,0.49,0.2,16.0,14.0,0.02,0.03,0.61,0.39,0.37,0.3,2007,20-24
715,2007-433,Las Vegas,Hard,A,20070226,504,104269,Fernando Verdasco,L,188.0,ESP,23.28,103821,Danai Udomchoke,R,173.0,THA,25.54,6-1 5-7 6-2,3,RR,99.0,6.0,6.0,80.0,51.0,40.0,12.0,14.0,0.0,3.0,4.0,7.0,87.0,53.0,30.0,15.0,13.0,6.0,12.0,33.0,910.0,83.0,488.0,0.08,0.08,0.64,0.36,0.5,0.15,17.0,10.0,0.05,0.08,0.61,0.39,0.34,0.17,2007,20-24
720,2007-433,Las Vegas,Hard,A,20070226,509,103781,Jurgen Melzer,L,183.0,AUT,25.77,105095,Evgeny Korolev,R,185.0,KAZ,19.03,6-7(4) 6-2 7-6(4),3,SF,136.0,10.0,5.0,100.0,63.0,42.0,22.0,16.0,3.0,7.0,7.0,1.0,108.0,66.0,41.0,21.0,16.0,1.0,7.0,31.0,955.0,99.0,441.0,0.1,0.05,0.63,0.37,0.42,0.22,18.0,14.0,0.06,0.01,0.61,0.39,0.38,0.19,2007,25-29
722,2007-433,Las Vegas,Hard,A,20070226,511,103781,Jurgen Melzer,L,183.0,AUT,25.77,104154,Paul Capdeville,R,190.0,CHI,23.9,6-2 6-2,3,RR,55.0,1.0,3.0,51.0,23.0,18.0,17.0,8.0,4.0,4.0,3.0,2.0,49.0,24.0,13.0,11.0,8.0,4.0,8.0,31.0,955.0,159.0,269.0,0.02,0.06,0.45,0.55,0.35,0.33,12.0,4.0,0.06,0.04,0.49,0.51,0.27,0.22,2007,25-29
723,2007-433,Las Vegas,Hard,A,20070226,512,103781,Jurgen Melzer,L,183.0,AUT,25.77,103401,Jan Hernych,R,190.0,CZE,27.64,6-3 3-6 6-3,3,QF,105.0,8.0,6.0,100.0,60.0,37.0,18.0,14.0,7.0,12.0,4.0,1.0,92.0,62.0,37.0,14.0,13.0,11.0,17.0,31.0,955.0,84.0,483.0,0.08,0.06,0.6,0.4,0.37,0.18,15.0,12.0,0.04,0.01,0.67,0.33,0.4,0.15,2007,25-29
724,2007-433,Las Vegas,Hard,A,20070226,513,103720,Lleyton Hewitt,R,180.0,AUS,26.0,103781,Jurgen Melzer,L,183.0,AUT,25.77,6-4 7-6(10),3,F,101.0,7.0,3.0,71.0,36.0,28.0,19.0,11.0,1.0,3.0,10.0,2.0,67.0,43.0,27.0,14.0,11.0,1.0,4.0,20.0,1230.0,31.0,955.0,0.1,0.04,0.51,0.49,0.39,0.27,12.0,10.0,0.15,0.03,0.64,0.36,0.4,0.21,2007,25-29
726,2007-433,Las Vegas,Hard,A,20070226,515,105023,Sam Querrey,R,198.0,USA,19.39,104372,Alex Bogdanovic,L,183.0,GBR,22.77,6-3 6-2,3,R32,53.0,9.0,3.0,53.0,27.0,25.0,12.0,8.0,3.0,3.0,3.0,3.0,46.0,29.0,19.0,6.0,9.0,1.0,5.0,77.0,502.0,151.0,289.0,0.17,0.06,0.51,0.49,0.47,0.23,12.0,5.0,0.07,0.07,0.63,0.37,0.41,0.13,2007,<20
729,2007-433,Las Vegas,Hard,A,20070226,518,104154,Paul Capdeville,R,190.0,CHI,23.9,103566,Michael Llodra,L,190.0,FRA,26.78,6-2 2-6 6-1,3,RR,83.0,4.0,4.0,72.0,38.0,26.0,20.0,11.0,1.0,3.0,1.0,0.0,79.0,57.0,31.0,13.0,12.0,9.0,14.0,159.0,269.0,79.0,495.0,0.06,0.06,0.53,0.47,0.36,0.28,14.0,9.0,0.01,0.0,0.72,0.28,0.39,0.16,2007,20-24
730,2007-433,Las Vegas,Hard,A,20070226,519,103498,Marat Safin,R,193.0,RUS,27.08,102905,Stefan Koubek,L,175.0,AUT,30.15,7-5 6-2,3,RR,65.0,5.0,0.0,52.0,34.0,25.0,15.0,10.0,0.0,0.0,1.0,3.0,74.0,47.0,28.0,17.0,10.0,8.0,11.0,24.0,1105.0,65.0,565.0,0.1,0.0,0.65,0.35,0.48,0.29,13.0,7.0,0.01,0.04,0.64,0.36,0.38,0.23,2007,25-29
731,2007-433,Las Vegas,Hard,A,20070226,520,103857,Igor Kunitsyn,R,180.0,RUS,25.41,102905,Stefan Koubek,L,175.0,AUT,30.15,6-2 6-2,3,RR,60.0,3.0,1.0,62.0,38.0,25.0,15.0,8.0,4.0,5.0,0.0,0.0,51.0,38.0,16.0,6.0,8.0,3.0,8.0,91.0,468.0,65.0,565.0,0.05,0.02,0.61,0.39,0.4,0.24,12.0,4.0,0.0,0.0,0.75,0.25,0.31,0.12,2007,25-29
734,2007-433,Las Vegas,Hard,A,20070226,523,103852,Feliciano Lopez,L,188.0,ESP,25.43,102450,Tim Henman,R,185.0,GBR,32.47,6-7(1) 6-3 6-4,3,RR,116.0,9.0,2.0,94.0,63.0,49.0,19.0,16.0,1.0,1.0,14.0,4.0,90.0,59.0,45.0,19.0,15.0,3.0,5.0,96.0,446.0,37.0,820.0,0.1,0.02,0.67,0.33,0.52,0.2,18.0,13.0,0.16,0.04,0.66,0.34,0.5,0.21,2007,25-29
735,2007-433,Las Vegas,Hard,A,20070226,524,103852,Feliciano Lopez,L,188.0,ESP,25.43,103917,Nicolas Mahut,R,190.0,FRA,25.1,3-6 6-3 7-6(3),3,RR,117.0,5.0,5.0,100.0,60.0,42.0,26.0,15.0,4.0,5.0,4.0,7.0,97.0,51.0,38.0,29.0,15.0,5.0,6.0,96.0,446.0,78.0,500.0,0.05,0.05,0.6,0.4,0.42,0.26,15.0,15.0,0.04,0.07,0.53,0.47,0.39,0.3,2007,25-29
736,2007-433,Las Vegas,Hard,A,20070226,525,103720,Lleyton Hewitt,R,180.0,AUS,26.0,103852,Feliciano Lopez,L,188.0,ESP,25.43,6-3 6-2,3,QF,58.0,10.0,3.0,49.0,27.0,24.0,15.0,9.0,4.0,4.0,4.0,2.0,40.0,29.0,18.0,4.0,8.0,0.0,3.0,20.0,1230.0,96.0,446.0,0.2,0.06,0.55,0.45,0.49,0.31,12.0,5.0,0.1,0.05,0.72,0.28,0.45,0.1,2007,25-29
